Trade Date,X,Filing Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
2021-08-18,,2021-08-20 16:30:01,AMZN,Zapolsky David,SVP,S - Sale,"$3,241.99",-139,"3,423",-4%,"-$450,637"
2021-08-16,D,2021-08-17 18:01:05,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$3,283.00",-222,"6,122",-3%,"-$728,826"
2021-08-16,D,2021-08-17 18:08:45,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$3,283.00",-910,"2,072",-31%,"-$2,987,530"
2021-08-16,D,2021-08-17 18:14:26,AMZN,Zapolsky David,SVP,S - Sale+OE,"$3,283.00",-954,"3,562",-21%,"-$3,131,982"
2021-08-16,D,2021-08-17 18:19:46,AMZN,Clark David H,CEO Worldwide Consumer,S - Sale+OE,"$3,283.00",-784,"2,867",-21%,"-$2,573,872"
2021-08-16,D,2021-08-17 18:26:17,AMZN,Jassy Andrew R,"Pres, CEO",S - Sale+OE,"$3,283.00",-848,"89,843",-1%,"-$2,783,984"
2021-08-16,,2021-08-17 18:41:40,AMZN,Selipsky Adam,CEO Amazon Web Services,S - Sale,"$3,283.00","-1,356","24,341",-5%,"-$4,451,748"
2021-08-02,,2021-08-04 16:43:36,AMZN,Rubinstein Jonathan,Dir,S - Sale,"$3,353.10",-301,"6,457",-4%,"-$1,009,283"
2021-07-07,,2021-07-09 16:41:47,AMZN,Clark David H,CEO Worldwide Consumer,S - Sale,"$3,717.29",-243,"2,226",-10%,"-$903,301"
2021-05-21,D,2021-05-25 17:13:11,AMZN,Clark David H,CEO Worldwide Consumer,S - Sale+OE,"$3,250.00",-105,"2,469",-4%,"-$341,250"
2021-05-21,D,2021-05-25 17:23:52,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$3,250.00",-492,"88,538",-1%,"-$1,599,000"
2021-05-17,D,2021-05-18 18:00:33,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$3,245.93",-222,"6,122",-3%,"-$720,596"
2021-05-17,D,2021-05-18 18:07:36,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$3,245.93",-910,"1,921",-32%,"-$2,953,796"
2021-05-17,D,2021-05-18 18:13:46,AMZN,Zapolsky David,SVP,S - Sale+OE,"$3,245.93","-1,092","3,456",-24%,"-$3,544,556"
2021-05-17,D,2021-05-18 18:21:17,AMZN,Clark David H,CEO Worldwide Consumer,S - Sale+OE,"$3,245.93",-784,"2,384",-25%,"-$2,544,809"
2021-05-17,D,2021-05-18 18:27:25,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$3,245.93",-848,"87,780",-1%,"-$2,752,549"
2021-05-10,,2021-05-11 16:55:29,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,226.09","-74,887","51,226,522",0%,"-$241,592,059"
2021-05-10,,2021-05-11 17:06:43,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,260.87","-17,253","51,209,269",0%,"-$56,259,806"
2021-05-07,,2021-05-11 16:35:00,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,305.48","-351,921","51,379,284",-1%,"-$1,163,269,106"
2021-05-07,M,2021-05-11 16:46:50,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,230.68","-77,875","51,301,409",0%,"-$251,589,499"
2021-05-06,,2021-05-07 17:04:04,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,285.00","-234,589","51,797,834",0%,"-$770,623,911"
2021-05-06,,2021-05-07 17:12:04,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,304.40","-66,629","51,731,205",0%,"-$220,169,135"
2021-05-05,,2021-05-07 16:35:31,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,279.76","-152,658","52,317,579",0%,"-$500,682,239"
2021-05-05,,2021-05-07 16:46:41,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,312.69","-186,144","52,131,435",0%,"-$616,636,742"
2021-05-05,M,2021-05-07 16:54:25,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,285.89","-99,012","52,032,423",0%,"-$325,342,654"
2021-05-04,,2021-05-05 16:58:39,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,291.63","-207,890","52,629,863",0%,"-$684,296,645"
2021-05-04,,2021-05-05 17:07:29,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,323.40","-108,430","52,521,433",0%,"-$360,356,083"
2021-05-04,,2021-05-05 17:14:42,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,351.03","-51,196","52,470,237",0%,"-$171,559,456"
2021-05-03,,2021-05-05 16:30:28,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,390.04","-160,898","53,048,371",0%,"-$545,450,065"
2021-05-03,,2021-05-05 16:40:42,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,418.82","-98,673","52,949,698",0%,"-$337,345,133"
2021-05-03,M,2021-05-05 16:49:19,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,456.57","-111,945","52,837,753",0%,"-$386,945,486"
2021-04-29,,2021-05-03 17:12:58,AMZN,Clark David H,CEO Worldwide Consumer,S - Sale,"$3,506.80",-278,"1,743",-14%,"-$974,890"
2021-02-19,,2021-02-23 16:57:03,AMZN,Zapolsky David,SVP,S - Sale,"$3,328.23",-179,"3,488",-5%,"-$595,753"
2021-02-16,D,2021-02-17 16:47:10,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$3,257.88",-293,"6,122",-5%,"-$954,559"
2021-02-16,D,2021-02-17 16:53:43,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$3,257.88","-1,177","1,771",-40%,"-$3,834,525"
2021-02-16,D,2021-02-17 16:59:42,AMZN,Zapolsky David,SVP,S - Sale+OE,"$3,257.88","-1,238","3,667",-25%,"-$4,033,255"
2021-02-16,D,2021-02-17 17:08:35,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$3,301.02","-1,099","86,475",-1%,"-$3,627,819"
2021-02-16,,2021-02-17 17:25:50,AMZN,Clark David H,CEO Worldwide Consumer,S - Sale,"$3,257.88","-1,019","29,757",-3%,"-$3,319,780"
2021-02-04,,2021-02-08 19:42:39,AMZN,McGrath Judith A,Dir,S - Sale,"$3,328.35",-340,"1,984",-15%,"-$1,131,639"
2021-01-05,,2021-01-07 16:11:50,AMZN,Rubinstein Jonathan,Dir,S - Sale,"$3,166.01",-314,"6,758",-4%,"-$994,127"
2020-12-01,,2020-12-03 16:48:47,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$3,200.59","-2,000","48,858",-4%,"-$6,401,175"
2020-11-23,,2020-11-25 16:51:21,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$3,091.15",-750,"50,858",-1%,"-$2,318,360"
2020-11-20,,2020-11-24 17:04:23,AMZN,Huttenlocher Daniel P,Dir,S - Sale,"$3,114.79",-172,950,-15%,"-$535,744"
2020-11-16,D,2020-11-17 16:41:56,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$3,085.62",-293,"6,122",-5%,"-$904,087"
2020-11-16,D,2020-11-17 16:47:14,AMZN,Zapolsky David,SVP,S - Sale+OE,"$3,085.62","-1,238","3,605",-26%,"-$3,819,998"
2020-11-16,D,2020-11-17 16:51:57,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$3,085.62","-1,377","1,571",-47%,"-$4,248,899"
2020-11-16,D,2020-11-17 16:56:30,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$3,085.62","-1,099","84,782",-1%,"-$3,391,096"
2020-11-16,D,2020-11-17 17:29:49,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale+OE,"$3,114.36","-1,200","51,608",-2%,"-$3,737,229"
2020-11-06,,2020-11-10 17:26:22,AMZN,Stonesifer Patricia Q,Dir,S - Sale,"$3,303.62",-600,"1,795",-25%,"-$1,982,172"
2020-11-05,,2020-11-09 16:55:32,AMZN,Rubinstein Jonathan,Dir,S - Sale,"$3,319.97",-309,"6,900",-4%,"-$1,025,871"
2020-11-03,,2020-11-04 17:09:03,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,027.94","-72,076","53,827,530",0%,"-$218,241,914"
2020-11-03,,2020-11-04 17:17:01,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,057.29","-352,307","53,475,223",-1%,"-$1,077,105,854"
2020-11-03,,2020-11-04 17:25:58,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,074.94",-460,"53,474,763",0%,"-$1,414,472"
2020-11-02,,2020-11-04 16:34:17,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,970.79","-156,352","54,318,411",0%,"-$464,489,563"
2020-11-02,,2020-11-04 16:43:05,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,997.59","-240,060","54,078,351",0%,"-$719,601,001"
2020-11-02,,2020-11-04 16:50:55,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,036.71","-77,936","54,000,415",0%,"-$236,668,949"
2020-11-02,M,2020-11-04 16:59:36,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,028.69","-100,809","53,899,606",0%,"-$305,318,709"
2020-11-02,,2020-11-04 17:47:36,AMZN,Rubinstein Jonathan,Dir,S - Sale,"$3,061.74",-329,"7,209",-4%,"-$1,007,312"
2020-11-02,,2020-11-04 17:53:41,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$3,011.40","-2,000","50,017",-4%,"-$6,022,793"
2020-11-02,,2020-11-04 17:59:29,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale,"$3,061.74","-6,945","83,090",-8%,"-$21,263,784"
2020-08-24,,2020-08-26 17:59:53,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$3,304.28",-750,"53,117",-1%,"-$2,478,209"
2020-08-17,D,2020-08-18 16:37:52,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$3,173.12",-292,"6,122",-5%,"-$926,551"
2020-08-17,D,2020-08-18 16:44:17,AMZN,McGrath Judith A,Dir,S - Sale+OE,"$3,173.12",-304,"2,324",-12%,"-$964,628"
2020-08-17,D,2020-08-18 16:49:16,AMZN,Zapolsky David,SVP,S - Sale+OE,"$3,173.12","-1,238","3,826",-24%,"-$3,928,323"
2020-08-17,D,2020-08-18 16:55:56,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$3,173.12","-1,377","1,571",-47%,"-$4,369,386"
2020-08-17,D,2020-08-18 17:02:03,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$3,173.12","-1,099","90,035",-1%,"-$3,487,259"
2020-08-17,D,2020-08-18 17:19:35,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale+OE,"$3,174.18","-1,200","53,867",-2%,"-$3,809,017"
2020-08-06,,2020-08-10 16:29:16,AMZN,Stonesifer Patricia Q,Dir,S - Sale,"$3,194.36",-600,"2,945",-17%,"-$1,916,616"
2020-08-04,,2020-08-05 17:01:42,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,120.70","-293,614","54,586,424",-1%,"-$916,281,263"
2020-08-04,,2020-08-05 17:12:51,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,150.09","-97,654","54,488,770",0%,"-$307,619,184"
2020-08-03,,2020-08-05 16:17:52,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale,"$3,183.39","-6,945","88,343",-7%,"-$22,108,644"
2020-08-03,,2020-08-05 16:40:13,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,125.62","-454,338","55,034,432",-1%,"-$1,420,090,247"
2020-08-03,M,2020-08-05 16:50:28,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$3,141.79","-154,394","54,880,038",0%,"-$485,072,931"
2020-05-22,,2020-05-27 16:43:10,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$2,443.16",-750,"52,276",-1%,"-$1,832,372"
2020-05-20,,2020-05-22 16:57:48,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$2,498.15","-4,300","53,026",-8%,"-$10,742,038"
2020-05-15,D,2020-05-19 16:53:36,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$2,374.34",-292,"6,122",-5%,"-$693,307"
2020-05-15,D,2020-05-19 17:09:13,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$2,374.34","-1,376","1,570",-47%,"-$3,267,092"
2020-05-15,D,2020-05-19 17:17:02,AMZN,Zapolsky David,SVP,S - Sale+OE,"$2,371.14","-1,238","3,687",-25%,"-$2,935,467"
2020-05-15,D,2020-05-19 17:23:07,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$2,373.14","-1,099","95,288",-1%,"-$2,608,079"
2020-05-15,D,2020-05-19 17:38:23,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale+OE,"$2,382.83","-1,200","57,326",-2%,"-$2,859,399"
2020-05-06,,2020-05-08 16:44:11,AMZN,Stonesifer Patricia Q,Dir,S - Sale,"$2,329.44","-2,200","4,095",-35%,"-$5,124,768"
2020-05-04,,2020-05-06 18:52:49,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale,"$2,256.50","-6,945","93,596",-7%,"-$15,671,393"
2020-04-15,,2020-04-17 16:25:44,AMZN,Zapolsky David,SVP,S - Sale,"$2,300.19",-352,"3,973",-8%,"-$809,668"
2020-02-21,,2020-02-25 16:26:52,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$2,103.21","-1,000","55,734",-2%,"-$2,103,212"
2020-02-18,D,2020-02-19 19:37:57,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$2,135.14",-380,"6,122",-6%,"-$811,354"
2020-02-18,D,2020-02-19 19:51:46,AMZN,Zapolsky David,SVP,S - Sale+OE,"$2,137.18","-1,685","4,325",-28%,"-$3,601,156"
2020-02-18,D,2020-02-19 20:01:00,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$2,125.02","-1,765","1,570",-53%,"-$3,750,660"
2020-02-18,D,2020-02-19 20:11:36,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$2,144.23","-3,178","100,540",-3%,"-$6,814,364"
2020-02-18,D,2020-02-19 20:22:00,AMZN,Blackburn Jeffrey M,SVP,S - Sale+OE,"$2,141.79","-3,573","67,460",-5%,"-$7,652,608"
2020-02-18,D,2020-02-19 20:39:59,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale+OE,"$2,150.00","-3,475","56,734",-6%,"-$7,471,245"
2020-02-06,,2020-02-07 16:33:35,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,044.21","-283,632","55,551,216",-1%,"-$579,803,224"
2020-02-05,,2020-02-06 17:07:47,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,051.70","-324,686","55,834,848",-1%,"-$666,158,144"
2020-02-04,M,2020-02-06 17:01:10,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,031.87","-486,226","56,159,534",-1%,"-$987,950,131"
2020-02-03,,2020-02-04 17:16:34,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,036.42","-364,684","56,645,760",-1%,"-$742,649,707"
2020-02-03,,2020-02-05 18:28:51,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale,"$2,019.57","-6,945","95,645",-7%,"-$14,025,906"
2020-01-31,,2020-02-04 16:57:17,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,025.31","-310,791","57,240,425",-1%,"-$629,448,719"
2020-01-31,M,2020-02-04 17:05:58,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$2,021.93","-229,981","57,010,444",0%,"-$465,004,659"
2019-12-26,,2019-12-30 17:48:51,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$1,865.33",-200,"55,836",0%,"-$373,067"
2019-11-20,,2019-11-22 18:24:51,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$1,748.04","-1,000","56,036",-2%,"-$1,748,043"
2019-11-15,D,2019-11-19 17:08:44,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$1,750.66",-379,"6,122",-6%,"-$663,499"
2019-11-15,D,2019-11-19 17:18:35,AMZN,Zapolsky David,SVP,S - Sale+OE,"$1,750.64",-880,"4,245",-17%,"-$1,540,567"
2019-11-15,D,2019-11-19 17:26:00,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$1,760.05","-1,265","1,569",-45%,"-$2,226,463"
2019-11-15,D,2019-11-19 17:34:13,AMZN,Blackburn Jeffrey M,SVP,S - Sale+OE,"$1,752.23","-3,573","67,460",-5%,"-$6,260,717"
2019-11-15,D,2019-11-19 17:44:50,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$1,752.18","-3,230","102,790",-3%,"-$5,659,554"
2019-11-15,D,2019-11-19 17:55:18,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale+OE,"$1,745.57","-3,475","57,036",-6%,"-$6,065,867"
2019-10-28,,2019-10-30 16:14:00,AMZN,McGrath Judith A,Dir,S - Sale,"$1,749.91",-304,"2,324",-12%,"-$531,973"
2019-09-12,,2019-09-16 17:45:21,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$1,847.51","-2,800","52,437",-5%,"-$5,173,031"
2019-09-03,,2019-09-05 17:26:47,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$1,792.10","-2,500","55,237",-4%,"-$4,480,255"
2019-08-29,,2019-09-03 18:37:33,AMZN,Blackburn Jeffrey M,SVP,S - Sale,"$1,791.40","-7,144","67,459",-10%,"-$12,797,740"
2019-08-26,,2019-08-28 16:45:17,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$1,759.03","-2,500","57,737",-4%,"-$4,397,582"
2019-08-20,,2019-08-22 18:34:07,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale,"$1,809.20","-1,000","60,237",-2%,"-$1,809,204"
2019-08-15,D,2019-08-19 18:14:12,AMZN,Reynolds Shelley,VP,S - Sale+OE,"$1,775.43",-379,"6,122",-6%,"-$672,889"
2019-08-15,D,2019-08-19 18:27:41,AMZN,Zapolsky David,SVP,S - Sale+OE,"$1,776.73",-880,"3,582",-20%,"-$1,563,527"
2019-08-15,D,2019-08-19 19:22:56,AMZN,Olsavsky Brian T,"SVP, CFO",S - Sale+OE,"$1,783.00","-1,765","1,069",-62%,"-$3,146,995"
2019-08-15,D,2019-08-19 19:40:09,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale+OE,"$1,775.34","-3,230","97,947",-3%,"-$5,734,363"
2019-08-15,D,2019-08-19 19:54:40,AMZN,Wilke Jeffrey A,CEO Worldwide Consumer,S - Sale+OE,"$1,773.99","-3,475","61,237",-5%,"-$6,164,625"
2019-08-02,,2019-08-05 17:40:39,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$1,826.22","-171,354","57,610,359",0%,"-$312,930,261"
2019-08-01,M,2019-08-05 17:34:03,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$1,878.39","-360,498","57,781,713",-1%,"-$677,155,592"
2019-07-31,,2019-07-31 21:05:42,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$1,892.95","-208,967","58,142,479",0%,"-$395,563,985"
2019-07-29,,2019-07-31 20:57:48,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$1,903.50","-304,678","58,805,949",-1%,"-$579,955,868"
2019-07-29,M,2019-07-31 21:02:26,AMZN,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,"$1,896.28","-454,503","58,351,446",-1%,"-$861,864,290"
2019-07-10,,2019-07-12 18:51:56,AMZN,Zapolsky David,SVP,S - Sale,"$2,000.00",-763,"2,698",-22%,"-$1,526,000"
2019-07-10,,2019-07-12 18:58:24,AMZN,Jassy Andrew R,CEO Amazon Web Services,S - Sale,"$2,000.00","-7,308","93,104",-7%,"-$14,616,000"
2023-06-23,,2023-06-23 19:21:43,ADBE,Rao Dana,"EVP, Gen. Counsel, Secretary",S - Sale,$480.21,"-2,600","17,466",-13%,"-$1,248,549"
2023-06-23,,2023-06-23 19:22:33,ADBE,Warnock John E,Dir,S - Sale,$481.41,"-3,000","392,462",-1%,"-$1,444,228"
2023-06-22,,2023-06-22 19:06:35,ADBE,Narayen Shantanu,"COB, CEO",S - Sale,$478.04,"-35,000","403,471",-8%,"-$16,731,218"
2023-05-02,,2023-05-03 17:49:09,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale,$374.56,"-3,000","24,683",-11%,"-$1,123,680"
2023-04-26,,2023-04-26 16:47:40,ADBE,Warnock John E,Dir,S - Sale,$364.43,"-3,000","395,462",-1%,"-$1,093,285"
2023-04-20,D,2023-04-24 17:04:23,ADBE,Warnock John E,Dir,S - Sale+OE,$378.94,-672,"398,462",0%,"-$254,647"
2023-03-17,,2023-03-21 18:10:13,ADBE,Garfield Mark S.,"SVP, CAO",S - Sale,$354.78,-132,"3,610",-4%,"-$46,831"
2023-03-17,,2023-03-21 18:10:24,ADBE,Warnock John E,Dir,S - Sale,$357.91,"-1,500","398,462",0%,"-$536,865"
2023-02-02,,2023-02-03 16:39:45,ADBE,Lewnes Ann,"EVP, CMO, Corp Strategy, Dev",S - Sale,$400.00,"-2,599","26,977",-9%,"-$1,039,600"
2023-01-25,D,2023-01-26 16:59:53,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale+OE,$355.42,"-2,906","26,475",-10%,"-$1,032,851"
2023-01-25,D,2023-01-26 17:01:53,ADBE,Garfield Mark S.,"SVP, CAO",S - Sale+OE,$355.42,-209,"3,479",-6%,"-$74,283"
2023-01-20,,2023-01-23 18:29:30,ADBE,Narayen Shantanu,"COB, CEO",S - Sale,$346.61,"-15,000","408,985",-4%,"-$5,199,152"
2023-01-12,,2023-01-12 18:04:24,ADBE,Warnock John E,Dir,S - Sale,$341.91,"-3,000","399,962",-1%,"-$1,025,719"
2022-12-20,,2022-12-20 16:55:32,ADBE,Rao Dana,"EVP, Gen. Counsel, Secretary",S - Sale,$336.93,"-5,018","14,832",-25%,"-$1,690,715"
2022-12-19,,2022-12-20 16:55:27,ADBE,Garfield Mark S.,"SVP, CAO",S - Sale,$338.00,-132,"3,271",-4%,"-$44,616"
2022-12-06,D,2022-12-06 16:35:40,ADBE,Garfield Mark S.,"SVP, CAO",S - Sale+OE,$334.09,-474,"3,139",-13%,"-$158,359"
2022-10-25,D,2022-10-26 17:47:06,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale+OE,$319.12,"-2,711","24,217",-10%,"-$865,134"
2022-10-25,,2022-10-26 17:49:36,ADBE,Warnock John E,Dir,S - Sale,$319.60,"-17,000","402,962",-4%,"-$5,433,254"
2022-10-10,,2022-10-11 16:37:15,ADBE,Warnock John E,Dir,S - Sale,$286.11,"-3,500","419,962",-1%,"-$1,001,386"
2022-10-04,,2022-10-05 16:34:50,ADBE,Warnock John E,Dir,S - Sale,$292.92,"-1,200","423,462",0%,"-$351,508"
2022-09-19,,2022-09-20 17:43:32,ADBE,Garfield Mark S.,"SVP, CAO, Corp. Controller",S - Sale,$294.54,-132,"2,596",-5%,"-$38,879"
2022-07-28,,2022-07-28 17:55:18,ADBE,Lewnes Ann,"EVP, CMO, Corp Strategy, Dev",S - Sale,$400.00,-794,"23,988",-3%,"-$317,600"
2022-07-26,,2022-07-28 17:54:59,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale,$393.58,"-2,711","26,089",-9%,"-$1,066,995"
2022-07-22,D,2022-07-26 17:19:17,ADBE,Garfield Mark S.,"SVP, CAO, Corp. Controller",S - Sale+OE,$409.75,-132,"2,465",-5%,"-$54,087"
2022-05-02,,2022-05-03 16:18:51,ADBE,Lewnes Ann,"EVP, CMO, Corp Strategy, Dev",S - Sale,$400.00,-793,"24,544",-3%,"-$317,200"
2022-04-26,,2022-04-26 18:10:38,ADBE,Warnock John E,Dir,S - Sale,$404.30,"-5,000","424,662",-1%,"-$2,021,514"
2022-04-25,D,2022-04-26 18:10:53,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale+OE,$410.18,"-2,710","27,917",-9%,"-$1,111,588"
2022-04-14,D,2022-04-18 19:06:16,ADBE,Warnock John E,Dir,S - Sale+OE,$432.03,-615,"429,662",0%,"-$265,695"
2022-03-25,,2022-03-28 16:41:26,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale,$435.44,"-2,750","29,789",-8%,"-$1,197,460"
2022-03-24,,2022-03-28 16:38:53,ADBE,Garfield Mark S.,"SVP, CAO, Corp. Controller",S - Sale,$425.79,-463,"2,144",-18%,"-$197,141"
2022-01-28,,2022-02-01 17:45:06,ADBE,Rao Dana,"EVP, Gen. Counsel, Secretary",S - Sale,$507.25,"-5,300","17,776",-23%,"-$2,688,425"
2022-01-25,D,2022-01-26 17:12:50,ADBE,Lewnes Ann,"EVP, CMO, Corp Strategy, Dev",S - Sale+OE,$507.63,"-10,004","25,672",-28%,"-$5,078,348"
2022-01-19,,2022-01-19 17:47:39,ADBE,Warnock John E,Dir,S - Sale,$518.73,"-4,000","429,662",-1%,"-$2,074,938"
2021-12-23,,2021-12-23 16:46:11,ADBE,Chen Gloria,"EVP, Chief People Officer",S - Sale,$568.96,-42,"12,846",0%,"-$23,896"
2021-12-20,,2021-12-21 18:28:07,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale,$545.61,"-2,750","21,497",-11%,"-$1,500,428"
2021-12-20,,2021-12-21 18:28:17,ADBE,Garfield Mark S.,"SVP, CAO, Corp. Controller",S - Sale,$545.61,-474,"1,108",-30%,"-$258,619"
2021-11-24,,2021-11-24 19:08:02,ADBE,Chen Gloria,"EVP, Chief People Officer",S - Sale,$654.73,-42,"12,775",0%,"-$27,499"
2021-10-26,D,2021-10-26 17:11:27,ADBE,Lewnes Ann,"EVP, CMO, Corp Strategy, Dev",S - Sale+OE,$650.91,-582,"25,672",-2%,"-$378,830"
2021-10-26,D,2021-10-26 17:12:09,ADBE,Rao Dana,"EVP, Gen. Counsel, Secretary",S - Sale+OE,$650.91,-489,"14,579",-3%,"-$318,295"
2021-10-25,D,2021-10-26 17:10:49,ADBE,Chen Gloria,"EVP, Chief People Officer",S - Sale+OE,$644.47,-42,"12,817",0%,"-$27,068"
2021-09-24,,2021-09-27 16:53:49,ADBE,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale,$628.00,"-2,750","23,648",-10%,"-$1,727,000"
